Variable,IMF,Mean,Std,Variance,Skewness,Kurtosis,Energy,Energy_Ratio,RMS,Max_Amplitude,Zero_Crossings,Zero_Crossing_Rate,Dominant_Period_Points,Dominant_Period_Hours,Dominant_Frequency_Hz,Spectral_Centroid,Spectral_Bandwidth,Persistence,Mean_Change_Rate,Max_Change_Rate,Stationarity_Score,Interpretation
obs_wind_speed_10m,1,-0.001999679008283678,0.36818604803666755,0.13556096596885928,-0.03240208843634709,7.350179631862064,7092.352257424906,0.3659646723233939,0.36819147828948384,4.338183792726065,30479,0.5825830991838217,3.432986646543522,0.8582466616358805,0.00023871527777777777,0.0003171814732904849,0.0001223953841735182,-0.164888916319187,0.3956997924196114,7.0464366674093615,0.5872584802704961,高频噪声/测量误差
obs_wind_speed_10m,2,-0.0008460569420341231,0.41790310723183377,0.17464300703402155,-0.03240839867736705,7.546738094691847,9136.835648153577,0.4714598122997463,0.4179039636643456,4.019691212196771,11389,0.21769214595638128,9.187285977697778,2.2968214944244445,8.246527777777778e-05,9.904095128410151e-05,3.832497141467218e-05,0.8294976877872569,0.17345701397464794,2.032134602186937,0.36076232233747024,高频噪声/测量误差
obs_wind_speed_10m,3,0.0045315426015060745,0.6490460319922009,0.42126075164482113,0.05619623085702794,3.921932949707453,22040.17306703271,1.137270742014173,0.6490618510767449,5.144976593931564,4211,0.0804900892635281,24.84777962479221,6.2119449061980525,3.472222222222222e-05,3.661319049600926e-05,1.4477661462123677e-05,0.9756280814868914,0.10676956239143964,1.1913938390796006,0.4564563060811888,日周期和亚日模式
obs_wind_speed_10m,4,-0.021162193772078907,1.079628939178857,1.1655986463124641,0.012068446868311995,1.4769591454390252,61004.05394306917,3.1478031267132582,1.0798363231331456,5.493239108109871,1591,0.030410765143261274,65.7661847894406,16.44154619736015,1.3020833333333332e-05,1.3456902501232355e-05,5.695245794626949e-06,0.996686874736415,0.06802987722797614,0.4067371847262653,0.650239397888469,日周期和亚日模式
obs_wind_speed_10m,5,-0.01751383024700401,1.1366904172780925,1.2920651047318439,0.004923104704072091,0.8011209432198894,67613.01750000901,3.4888249900845656,1.13682533354151,5.2891276492756045,646,0.012347802817439838,161.97213622291022,40.493034055727556,4.340277777777778e-06,5.811534531173434e-06,3.2415435892954542e-06,0.9993741711876953,0.031848705155272834,0.2015278956767448,0.48426257408950496,周期和多日模式
obs_wind_speed_10m,6,-0.005189361920996495,1.000037303088575,1.0000746075686702,0.09670117172312477,0.27078374572250974,52322.312113626016,2.6998261102752665,1.0000507672342525,3.5519920685970825,260,0.0049697039203318236,402.4384615384615,100.60961538461538,4.340277777777778e-06,4.245422756805297e-06,2.2065190563622113e-06,0.9998859897588509,0.011665022263085717,0.05429384723628311,0.4172929144060653,周期和多日模式
obs_wind_speed_10m,7,-0.0014960557320573243,0.7901003567216028,0.6242585736916041,0.02157104776496361,2.1294979613591885,32659.452894830763,1.6852245268000368,0.7901017731117667,3.142597203606003,118,0.0022554810099967505,886.728813559322,221.6822033898305,4.340277777777778e-06,4.353048371347324e-06,1.6274379068614547e-06,0.9999767287039193,0.0039516716205780286,0.026173191985312205,0.3381213282384021,月度和季节性模式
obs_wind_speed_10m,8,-0.002518218614535891,0.5318426335951488,0.2828565869094237,-0.02768675033842277,-0.07969952271290914,14798.539821671555,0.7636031855345375,0.5318485953111227,1.4311053068472996,51,0.0009748265382189346,2051.6470588235293,512.9117647058823,4.340277777777778e-06,4.5237295555060956e-06,1.245368795203144e-06,0.9999955051081657,0.0012508592896769203,0.005363102011362336,0.3820555351683223,月度和季节性模式
obs_wind_speed_10m,9,0.009584234647647313,0.3966580253138106,0.1573375890458516,-0.14057839479772274,-0.2933408203915011,8236.236357752985,0.4249889783305097,0.39677379777353333,0.9171977548808979,20,0.0003822849169486018,5231.7,1307.925,4.340277777777778e-06,4.5701636040544655e-06,1.1245430398257578e-06,0.999999453546279,0.0003481987875494286,0.0011268938443523696,0.3502524556234496,月度和季节性模式
obs_wind_speed_10m,10,0.0017005929321492284,0.20016522655504293,0.040066117921831665,-0.1488152481454966,0.21341609256887129,2096.2903929343265,0.10816837614653861,0.2001724504974462,0.48371918548909065,7,0.00013379972093201063,14947.714285714286,3736.9285714285716,4.340277777777778e-06,4.576719842013729e-06,1.1064316245527532e-06,0.9999999009071772,6.978374738052133e-05,0.00024162330230219353,0.3380672737521209,长期趋势和气候模式
obs_wind_speed_10m,11,-0.00848071407450712,0.14153572709843562,0.02003236204528284,-0.2474450482225658,-0.134498958778547,1051.7958551422214,0.05427256169844896,0.14178957844812284,0.31396223329722756,5,9.557122923715044e-05,20926.8,5231.7,4.340277777777778e-06,4.578104516493716e-06,1.1025898880796257e-06,0.9999999738336921,2.7825577998042798e-05,6.393113865579923e-05,0.31295552269352783,长期趋势和气候模式
obs_wind_speed_10m,12,5.631299569058044,0.13004703063759102,0.016912230177654537,-0.30698157067078435,-1.153647472348525,1659937.1651859786,85.65259291777951,5.63280099654257,5.801074801216445,0,0.0,inf,inf,4.340277777777778e-06,4.578459631123658e-06,1.1016004599475462e-06,0.9999999940404942,1.3535952408406782e-05,2.159443640170622e-05,0.6258193185845302,长期趋势和气候模式
obs_wind_speed_70m,1,-0.0004973135225486758,0.445517222267806,0.19848559533722165,-0.008022926405969454,3.543208478591864,10384.183830336562,0.3761745196533106,0.445517499833577,3.5194782520470227,30759,0.5879350880211022,3.401736077245684,0.850434019311421,0.0002907986111111111,0.0003263909497186714,0.00012115331147256146,-0.20783993713583582,0.501429900983568,6.332171478141216,0.4344257845447459,高频噪声/测量误差
obs_wind_speed_70m,2,0.0002913231482617654,0.5225549623619461,0.2730636886890949,0.07502902976412808,8.758368066637397,14285.877441248098,0.5175161738362054,0.5225550435679208,7.392993524288984,11182,0.21373549706596326,9.357360042926132,2.339340010731533,8.680555555555556e-05,9.893978018888874e-05,3.785292869857475e-05,0.8297784722215461,0.22009737320673048,3.3212471249799886,0.42741253797944223,高频噪声/测量误差
obs_wind_speed_70m,3,0.007601547068982514,0.8037066324516657,0.6459443510467969,0.030363027394766935,3.195256123507101,33796.89367401822,1.2243167543371347,0.8037425797882298,5.569012145296842,4175,0.07980197641302063,25.06203592814371,6.265508982035928,3.472222222222222e-05,3.632475482088418e-05,1.4396763048052694e-05,0.9758559496640464,0.13332538264038116,1.2975775758590635,0.4895707922313722,日周期和亚日模式
obs_wind_speed_70m,4,-0.010869923595491581,1.2294653626912233,1.5115850780574611,-0.003513224125211294,1.5267482857344135,79087.77805636948,2.8650115798111964,1.2295134132234722,6.814852097014119,1589,0.030372536651566414,65.84896161107615,16.462240402769037,1.3020833333333332e-05,1.3597725415810871e-05,5.825382168340345e-06,0.9965842548747084,0.07980445891110112,0.5193616419132849,0.4379153676654426,日周期和亚日模式
obs_wind_speed_70m,5,-0.007444002458158686,1.3866587403793957,1.9228224622705725,-0.03237813711431122,1.1250515965959131,100599.20180956031,3.6442783599095128,1.3866787210609275,6.0337550487839895,648,0.012386031309134697,161.47222222222223,40.36805555555556,4.340277777777778e-06,5.72301579554588e-06,3.2021222079530565e-06,0.9993970272142485,0.038386695224087594,0.18670934716614979,0.33875518155336026,周期和多日模式
obs_wind_speed_70m,6,0.002544244880237469,1.1564543879025335,1.3373867512990234,0.06687197769046382,-0.071794214599608,69968.40132517426,2.5346556060106287,1.1564571866182656,3.761435339749324,254,0.004855018445247243,411.9448818897638,102.98622047244095,4.340277777777778e-06,4.213285766337256e-06,2.1843243523540143e-06,0.999891426295997,0.013489376505773766,0.05790019017441625,0.4574637424783268,周期和多日模式
obs_wind_speed_70m,7,0.01280080596288168,0.8264693575041074,0.6830515988932522,0.01833093799292478,0.5779234373419353,35743.783196050594,1.2948442259935042,0.8265684844745482,2.921581959985049,106,0.0020261100598275893,987.1132075471698,246.77830188679246,4.340277777777778e-06,4.368495171670769e-06,1.5952415941565839e-06,0.9999793666139409,0.004166084140559833,0.018628238736941083,0.4143982561308238,月度和季节性模式
obs_wind_speed_70m,8,-0.000738308820043692,0.5763630540954192,0.3321943701261991,-0.12271905034636577,0.6860507382522116,17379.44137988455,0.6295827500493167,0.576363526974177,2.03761700162224,49,0.0009365980465240744,2135.387755102041,533.8469387755102,4.340277777777778e-06,4.528205364123939e-06,1.2342289332121447e-06,0.9999962263913387,0.001190666091923844,0.005909860073230022,0.3563691801933017,月度和季节性模式
obs_wind_speed_70m,9,0.0237603791532536,0.3752076860032524,0.14078080763591524,-0.3965790024503792,0.5382763129272967,7394.765369329256,0.267880688189455,0.37595925743811864,1.130955878078218,22,0.00042051340864346197,4756.090909090909,1189.0227272727273,4.340277777777778e-06,4.570169412585198e-06,1.124480633899817e-06,0.9999993983945931,0.0003230869439118393,0.00104134588804905,0.34872275967897276,月度和季节性模式
obs_wind_speed_70m,10,-0.006510059934474294,0.22849808023184903,0.05221137266964052,0.23108690226702555,-0.6171933215246432,2733.759624474877,0.09903240643527023,0.22859079935550983,0.4858177639886397,9,0.0001720282126268708,11626.0,2906.5,4.340277777777778e-06,4.576317859285744e-06,1.1074907658064214e-06,0.9999998804518017,9.114467001274473e-05,0.0002657906176251057,0.407615965869995,长期趋势和气候模式
obs_wind_speed_70m,11,-0.022671432063594364,0.20684618465963028,0.042785344108245874,-0.5624907305789275,0.022587009809013292,2265.2914630101213,0.0820618107205599,0.20808492963225386,0.48537656676888136,5,9.557122923715044e-05,20926.8,5231.7,4.340277777777778e-06,4.578082406014747e-06,1.102651037672689e-06,0.9999999769085267,3.8515304367002725e-05,9.423442369790869e-05,0.31445539325606536,长期趋势和气候模式
obs_wind_speed_70m,12,6.752976965078213,0.140586957690395,0.019764692672640912,-0.34722755292088026,-1.0370306022204232,2386830.374983565,86.4646451250539,6.754440212449112,6.938737570939855,0,0.0,inf,inf,4.340277777777778e-06,4.578457791075241e-06,1.1016056464710364e-06,0.9999999943416866,1.4475845879488262e-05,2.4937750704445705e-05,0.5799617249463923,长期趋势和气候模式
power,1,0.003981591150283497,3.975248060695992,15.802597144067246,0.026657138505656736,28.939851331976268,826745.3041711292,0.7115468732661966,3.9752500546676726,79.06954733677088,29409,0.5621308561270715,3.55789044170152,0.88947261042538,0.00022569444444444443,0.0002818670470101229,0.00011513444429266808,-0.004745905685678926,3.136295870880938,101.91740609067996,0.3800741505679864,高频噪声/测量误差
power,2,-0.05545042883623586,5.868301934114568,34.43696758993278,0.06526554284269424,12.830287305319434,1801799.6951013037,1.5507374917438204,5.868563907804949,64.04582954150918,11332,0.21660263394307777,9.23349805859513,2.3083745146487824,8.680555555555556e-05,9.30948202663546e-05,3.5109883727814674e-05,0.8475364809462653,1.8509804271516932,38.71268626465712,0.4549912953045335,高频噪声/测量误差
power,3,-0.17463652586309125,10.223490234391711,104.5197525727027,0.02939927747601946,6.270733783028275,5469755.45482612,4.707601448446376,10.224981686480826,78.09958490790319,3989,0.07624672668539863,26.230634244171473,6.557658561042868,3.472222222222222e-05,3.3931207527092825e-05,1.4254499870808575e-05,0.9786742763358302,1.3704020096347878,14.787593254506238,0.5448101969350123,日周期和亚日模式
power,4,-0.6675590747784761,16.38779982398162,268.559983070892,0.0771180519587355,1.7008808962552182,14073566.926804956,12.112560533392285,16.40139073948338,75.19917414411317,1583,0.03025785117648183,66.09854706253948,16.52463676563487,1.3020833333333332e-05,1.3943880867665946e-05,5.7610817756241306e-06,0.9964851135960173,1.0064206865787027,6.649678314148007,0.6283964023306617,日周期和亚日模式
power,5,-0.4366241193421536,20.912762567096134,437.34363818773727,-0.055086999659343175,1.3466468993270109,22890480.86446764,19.700928453414292,20.91732006757387,95.63993576544277,625,0.011946403654643806,167.4144,41.8536,4.340277777777778e-06,5.750311424085342e-06,3.225733937994784e-06,0.9994025456562297,0.5484097655834524,3.588207011076694,0.4225092984988628,周期和多日模式
